,Episode,Description,Link
328,Naval Ravikant on Happiness Hacks and the 5 Chimps Theory (#136),"When a guest is nominated for “Podcast of the Year,” that’s a good reason to bring them back for more. That’s why Naval Ravikant (@naval) is here for round two, and this time, he’s answering your most-requested questions. For those of you who missed his first episode, Naval is the CEO and a co-founder of AngelList. He has invested in more than 100 companies, including many “unicorn” mega-successes.  He is the person I call most for start-up advice.",https://tim.blog/2016/01/30/naval-ravikant-on-happiness-hacks/
329,"Luis von Ahn on Learning Languages, Building Companies, and Changing the World (#135)","Luis von Ahn (@luisvonahn) is an entrepreneur and computer science professor at Carnegie Mellon University. He is known for inventing CAPTCHAs, being a MacArthur Fellow (“genius grant” recipient), and selling two companies to Google in his 20’s. Luis has been named one of the 10 Most Brilliant Scientists by Popular Science Magazine, one of the 20 Best Brains Under 40 by Discover, one of the Top Young Innovators Under 35 by MIT Technology Review, and one of the 100 Most Innovative People in Business by FastCompany Magazine.",https://tim.blog/2016/01/26/luis-von-ahn-duolingo/
330,The Tao of Seneca: Letters from a Stoic Master + On Groundless Fears (Letter 13) (#134),"2. Bought first Vol @ Audible.  Thought I’d follow along & mark-up my Kindle version.  However, the translation I have is quite different from the audiobook version, both in style & syntax but also arrangement of letters (chapters).  ",https://tim.blog/2016/01/22/the-tao-of-seneca/
331,"Edward Norton on Mastery, Must-Read Books, and The Future of Crowdfunding (#133)","This episode, I sit down with Edward Norton (@EdwardNorton). Edward is an actor, filmmaker and activist. He has been nominated for three Academy Awards for his work in Primal Fear, American History X, and Birdman. He has starred in scores of other films, including Fight Club, The Illusionist, and Moonrise Kingdom.",https://tim.blog/2016/01/18/edward-norton-on-mastery-must-read-books-and-the-future-of-crowdfunding/
332,"Chris Sacca on Shark Tank, Building Your Business, and Startup Mistakes (#132)","Tim, no doubt you get a ton of these requests – I have a licensing deal, and wanted to run it by you/partner with you; involves a completely untapped food/protein product category, which, if I tried to enter myself, the big boys would immediately copy what I’m doing, which is why I’m thinking licensing to them. I wouldn’t be offering this up to you if I didn’t think this was a worthwhile endeavor….. can we talk?! nhrebiz@gmail.com or 603 726 0221",https://tim.blog/2016/01/15/chris-sacca-on-shark-tank-building-your-business-and-startup-mistakes/
333,"Eric Weinstein on Challenging “Reality,” Working with Peter Thiel, and Destroying Education to Save It (#131)","My guest this episode is my friend, Eric Weinstein (@ericrweinstein), managing director of Thiel Capital, a Ph.D in mathematical physics from Harvard, and a research fellow at the Mathematical Institute of Oxford University. We recorded at my house after Eric emailed me this question: “Wanna try a podcast on… psychedelics, theories of everything, and the need to destroy education in order to save it?”",https://tim.blog/2016/01/13/eric-weinstein/
334,Daymond John and How to Turn Weaknesses into Strengths (#130),"Usually, it’s my job to deconstruct world-class performers. This time around, the tables are turned. Many of you have asked to hear me interviewed, so this week Daymond John (@thesharkdaymond), star of ABC’s Shark Tank and CEO and founder of FUBU, is in charge and asking the questions. Daymond has a new book called The Power of Broke, and he is an expert interviewer and interrogator.",https://tim.blog/2016/01/06/daymond-john-and-how-to-turn-weaknesses-into-strengths/
335,Recommendations and Resolutions for 2016 (#129),"Coming to you from a late night in rural Japan, this is a special edition of The Random Show. Per usual for The Random Show, I am joined by Kevin Rose (@KevinRose), serial entrepreneur, world-class investor, and all around wild and crazy guy. We discuss Japan and how to do…",https://tim.blog/2016/01/03/new-years-resolutions/
336,Derek Sivers Reloaded – On Success Habits and Billionaires with Perfect Abs (#128),"By popular demand, this is a follow-up with the amazing Derek Sivers (@sivers)!",https://tim.blog/2015/12/28/derek-sivers-reloaded-on-success-habits-and-billionaires-with-perfect-abs/
337,Amelia Boone on Beating 99% of Men and Suffering for High Performance (#127),"Amelia Boone (@ameliaboone) has been called the Michael Jordan of obstacle course racing (OCR). This episode explores her training, nutrition, rehab, “pre-hab,” and more.",https://tim.blog/2015/12/22/amelia-boone/
338,25 Great Things I Learned from Podcast Guests in 2015 (#126),"@Kiraz that seems to follow, that with few female guests to choose from, someone’s favorite would be more likely to be male. Just because Eva is a woman and is encouraging more diversity in the interviewee seat doesn’t mean that she can only appreciate female guests.",https://tim.blog/2015/12/19/25-great-things-i-learned-from-podcast-guests-in-2015/
339,"Derek Sivers on Developing Confidence, Finding Happiness, and Saying ""No"" to Millions (#125)","Derek Sivers(@sivers) is one of my favorite humans, and I call him often for advice. Think of him as a philosopher-king programmer, master teacher, and merry prankster.",https://tim.blog/2015/12/14/derek-sivers-on-developing-confidence-finding-happiness-and-saying-no-to-millions/
340,"Jamie Foxx on Workout Routines, Success Habits, and Untold Hollywood Stories (#124)","Jamie Foxx (@iamjamiefoxx) is an Academy Award-winning actor, a Grammy Award-winning musician, and a famous standup and improv comedian. He is, without a doubt, the most consummate performer and entertainer I have ever met.  In the 2.5 hours we spent together in his home studio, he blew my mind.",https://tim.blog/2015/12/06/jamie-foxx/
341,"Rainn Wilson on Meditation, The Sexy Nostril Exercise, and Acting as Therapy (#123)","Rainn Wilson (@rainnwilson) is best known for playing “Dwight” on NBC’s Emmy-winning, “The Office.” He has also acted in “Super,” “Cooties,” “Juno,” “Monsters vs. Aliens,” and “The Rocker” among other movies. He co-founded SoulPancake, a media company that seeks to tackle “Life’s Big Questions.” He’s a board member of Mona Foundation and co-founded Lidè Haiti, an educational initiative in rural Haiti that empowers young, at-risk women through the arts. He is the author of the brand-new book, The Bassoon King, which is his laugh-out-loud memoir.",https://tim.blog/2015/11/30/rainn-wilson/
342,"The Magic of Mindfulness: Complain Less, Appreciate More, and Live a Better Life (#122)","If you've enjoyed my previous in-between episodes, then this might be your favorite episode ever. It's one of the most actionable, information-packed interviews I've ever done. This time, it's Joel Stein (@TheJoelStein) asking the questions. Joel is one of the funniest writers I have ever read, and he's great at leading an…",https://tim.blog/2015/11/29/magic-of-mindfulness/
343,"B.J. Novak of The Office on Creative Process, Handling Rejection, and Good Comedy (#121)","My guest is B.J. Novak (@bjnovak), best known for his work on NBC’s Emmy Award-winning comedy series “The Office” as an actor, writer, director, and executive producer. He has appeared in films such as Quentin Tarantino’s Inglorious Basterds and Disney’s Saving Mr. Banks. He is also the author of the acclaimed short story collection “One More Thing” and the #1 New York Times Best Seller “The Book With No Pictures” (great Christmas gift), which has more than one million copies in print. Last but not least, he is co-founder of The List App.",https://tim.blog/2015/11/25/bj-novak/
344,"Will MacAskill on Effective Altruism, Y Combinator, and Artificial Intelligence (#120)","Will MacAskill (@willmacaskill) is an Associate Professor in Philosophy at Lincoln College, Oxford. Just 28 years old, he is likely the youngest associate (i.e. tenured) professor of philosophy in the world.",https://tim.blog/2015/11/22/will-macaskill/
345,"Kevin Costner on Building His Career, Positive Self-Talk, and Making Dances with Wolves Happen (#119)","Kevin Costner (@modernwest) is an internationally renowned filmmaker. He is considered one of the most critically acclaimed and visionary storytellers of his generation. Costner has produced, directed, and/or starred in memorable films such as Dances with Wolves, JFK, The Bodyguard, Field of Dreams, Tin Cup, Bull Durham, Open Range, Hatfields & McCoys, and Black or White, among many others. He has been honored with two Academy Awards, three Golden Globe Awards, and an Emmy Award.",https://tim.blog/2015/11/16/kevin-costner-the-near-death-audition-work-ethic-and-the-explorers-guild/
346,"How Philosophy Can Change Your Life, Alain de Botton (#118)","Alain de Botton (@alaindebotton) is many things, but I think of him as a rare breed of practical philosopher.",https://tim.blog/2015/11/10/alain-de-botton/
347,"Dom D'Agostino on Fasting, Ketosis, and the End of Cancer (#117)","Dr. Dominic “Dom” D’Agostino (@DominicDAgosti2) is an Assistant Professor in the Department of Molecular Pharmacology and Physiology at the University of South Florida Morsani College of Medicine, and a Senior Research Scientist at the Institute for Human and Machine Cognition (IHMC).",https://tim.blog/2015/11/03/dominic-dagostino/
348,"How Renegade Filmmaker Casey Neistat Breaks Rules, Reinvents Himself, and Gets Thanked For It (#116)","Casey Neistat (@caseyneistat) is a New York-based filmmaker. His online films have been viewed nearly 300,000,000 times in the last 5 years.",https://tim.blog/2015/10/27/casey-neistat/
349,Thinking About Extra Dimensions with Physicist Lisa Randall (#115),"Professor Lisa Randall (@lirarandall) researches particle physics and cosmology at Harvard, where she is a professor of theoretical physics.",https://tim.blog/2015/10/24/lisa-randall/
350,"The Athlete (And Artist) Who Cheats Death, Jimmy Chin (#114)","Jimmy Chin (@jimkchin) is an artist and professional athlete, often at the same time. If Chase Jarvis and Laird Hamilton had a love child, it would be Jimmy.",https://tim.blog/2015/10/20/the-athlete-and-artist-who-cheats-death-jimmy-chin/
351,5 Tools I Use For Faster And Better Sleep (#113),"""Routine, in an intelligent man, is a sign of ambition."" - W. H. Auden This episode is a conversation/debate/trading of ideas between Chase Jarvis (@ChaseJarvis) and yours truly. We discuss a little bit of everything, including: Optimizing creative output Systems thinking Quota setting Celebrating the small wins Success for type-A personalities Meditation…",https://tim.blog/2015/10/17/5-tools-i-use-for-faster-and-better-sleep/
352,"The Nasty Icon of Retail, Sophia Amoruso (#112)","Sophia Amoruso (@Sophia_Amoruso) is the Founder and Executive Chairman of Nasty Gal, a global online destination for both new and vintage clothing, shoes, and accessories.",https://tim.blog/2015/10/13/the-nasty-icon-of-retail-sophia-amoruso/
353,Should You Start a 'Startup' or Build a Cash-Flow Business? (#111),"Expa (@expa) is a startup studio. It was founded by Garrett Camp, who co-founded Uber. Every once in a blue moon, they put together a night of education. I was recently invited to participate as a speaker.",https://tim.blog/2015/10/09/should-you-start-a-startup-or-build-a-cash-flow-business/
354,"The Tattooed Heretic of Wine and Whiskey, Richard Betts (#110)","Richard Betts (@yobetts) served as the wine director at The Little Nell in Aspen from 2000 to 2008. Much more interesting to me, Richard passed the Court of Master Sommeliers’ Masters Exam on his first attempt, becoming the ninth person in history ever to do so.",https://tim.blog/2015/10/05/richard-betts/
355,The 5 Things I Did To Become a Better Investor (#109),"Also, I’m not sure if I’m just experiencing a glitch on my end or what, but my download says this podcast is over 2 hrs long. I was very confused when I heard the outro @ around 35 min. Once the ads are through, it’s just 1.5 hrs of dead air.",https://tim.blog/2015/10/02/the-5-things-i-did-to-become-a-better-investor/
356,"Comedy's Dynamic Duo, Seth Rogen and Evan Goldberg (#108)","This episode features a dynamic duo. Seth Rogen (@SethRogen) is an actor, writer, producer, and director. Evan Goldberg (@EvanDGoldberg) is a Canadian director, screenwriter, and producer. Together, they get into a lot of mischief and create amazing comedy.",https://tim.blog/2015/09/29/seth-rogen-and-evan-goldberg/
357,The Scariest Navy SEAL Imaginable…And What He Taught Me (#107),Jocko Willink (@jockowillink) is one of the scariest human beings imaginable.,https://tim.blog/2015/09/25/jocko-willink/
358,Scott Adams: The Man Behind Dilbert (#106),"Scott Adams (@scottadamssays) is the creator of the Dilbert comic strip, which has been published in more than 2,000 newspapers in 57 countries and in 19 languages.",https://tim.blog/2015/09/22/scott-adams-the-man-behind-dilbert/
359,5 Morning Rituals That Help Me Win The Day (#105),"Let me know if you like this type of episode by responding to me on Twitter (@tferriss) or Facebook. Please let me know if you want more, never want to hear this type of podcast again, or suggest another question you’d like me to answer. ",https://tim.blog/2015/09/18/5-morning-rituals/
360,Are Psychedelic Drugs the Next Medical Breakthrough? (#104),"Martin Polanco (@Martin_Polanco7), M.D., is the founder and program director of Crossroads Treatment Center, based in Rosarito, Mexico. Crossroads specializes in helping patients conquer powerful addictions (heroin, cocaine, etc.) by using the African hallucinogen ibogaine and 5-MeO-DMT, also referred to as “the God molecule.” Martin’s areas of expertise also include addiction medicine and therapeutic neurotechnologies.",https://tim.blog/2015/09/14/are-psychedelic-drugs-the-next-medical-breakthrough/
361,Drunk Dialing Fans — Celebrating The 100th Podcast Episode! (#103),"— Tim Ferriss (@tferriss) September 8, 2015",https://tim.blog/2015/09/11/drunk-dialing/
362,"""The Iceman,"" Wim Hof (#102)","Wim Hof (@Iceman_Hof) is a Dutch world record holder, adventurer and daredevil, commonly nicknamed “The Iceman” for his ability to withstand extreme cold. He is the creator of the Wim Hof Method and holds more than 20 world records. Wim is an outlier of outliers, as he routinely asks scientists to scrutinize and validate his feats. Here are just a few examples:",https://tim.blog/2015/09/07/the-iceman-wim-hof/
363,"The Oracle of Silicon Valley, Reid Hoffman (Plus: Michael McCullough) (#101)","""In order to scale, you have to do things that don't scale."" — Reid Hoffman This episode is a showcase from Masters of Scale, one of the few podcasts I recommend repeatedly to entrepreneurs. It's a conversation between LinkedIn co-founder Reid Hoffman (@reidhoffman) and Airbnb co-founder Brian Chesky (@bchesky), and…",https://tim.blog/2015/08/31/the-oracle-of-silicon-valley-reid-hoffman-plus-michael-mccullough/
364,Brené Brown on Vulnerability and Home Run TED Talks (#100),"Dr. Brené Brown (@BreneBrown) is a research professor at the University of Houston Graduate College of Social Work. Brené’s 2010 TEDx Houston talk, The Power of Vulnerability, has been viewed more than 20 million times and is one of the top five most viewed TED talks in the world.",https://tim.blog/2015/08/28/brene-brown-on-vulnerability-and-home-run-ted-talks/
365,How to Build a World-Class Network in Record Time (#99),No description for the person found,https://tim.blog/2015/08/26/how-to-build-a-world-class-network-in-record-time/
366,"The ""Wizard"" of Hollywood, Robert Rodriguez (#98)","Robert Rodriguez (@Rodriguez) is a film director, screenwriter, producer, cinematographer, editor, and musician. He is also the founder and chairman of El Rey Network, the new genre-busting English-language cable network.",https://tim.blog/2015/08/23/the-wizard-of-hollywood-robert-rodriguez/
367,The Person I Call Most for Startup Advice (#97),"Naval Ravikant (@naval) is the CEO and a co-founder of AngelList. He previously co-founded Epinions, which went public as part of Shopping.com, and Vast.com. He is an active angel investor and has invested in more than 100 companies, including more than a few “unicorn” mega-successes.",https://tim.blog/2015/08/18/the-evolutionary-angel-naval-ravikant/
368,Kevin Kelly on Artificial Intelligence and Designer Babies (#96),Kevin Kelly (@kevin2kelly) returns to the podcast due to popular demand. Kevin continues to be perhaps the Most Interesting Man in the World.,https://tim.blog/2015/08/07/kevin-kelly-on-artificial-intelligence-and-designer-babies/
369,"What Evernote's Phil Libin Learned from Jeff Bezos, Reid Hoffman, and Others (#95)",Phil Libin (@plibin) is the co-founder and executive chairman of Evernote.,https://tim.blog/2015/08/04/phil-libin/
370,Tara Brach on Meditation and Overcoming FOMO (Fear Of Missing Out) (#94),Tara Brach (@TaraBrach) is a Ph.D. in clinical psychology and one of the leading teachers of Buddhist thinking and meditation in the Western world.,https://tim.blog/2015/07/31/tara-brach/
371,Jane McGonigal on Getting More Done with Less Stress and The Health Benefits of Gaming (#93),"Jane McGonigal (@avantgame), PhD, is a senior researcher at the Institute for the Future and the author of The New York Times bestseller Reality Is Broken: Why Games Make Us Better and How They Can Change the World. Her work has been featured in The Economist, Wired, and The New York Times. She has been called one of the “top ten innovators to watch” by BusinessWeek and one of the “100 most creative people in business” by Fast Company. Her TED talks on games have been viewed more than ten million times.",https://tim.blog/2015/07/28/jane-mcgonigal/
372,"Maria Popova on Being Interesting, Creating More Time in a Day, And How to Start A Successful Blog (#92)","Maria Popova (@brainpicker) has written for amazing outlets like The Atlantic and The New York Times, but I find her most amazing project to be BrainPickings.org.",https://tim.blog/2015/07/24/maria-popova-starting-a-successful-blog/
373,"Charles Poliquin on Strength Training, Shredding Body Fat, and Increasing Testosterone and Sex Drive (#91)","Charles Poliquin (@strengthsensei) is one of the best known strength coaches in the world. He has trained elite athletes from nearly 20 different sports, including Olympic gold medalists, NFL All-Pro’s, NHL All-Stars and Stanley Cup champions, and IFBB bodybuilding champions. His clients include long-jump gold medalist Dwight Phillips, NHL MVP Chris Pronger, and MLB batting champion Edgar Martinez, among many others.",https://tim.blog/2015/07/21/charles-poliquin/
374,"Peter Diamandis on Disrupting the Education System, The Evolution of Healthcare, and Building a Billion-Dollar Business (#90)","Dr. Peter Diamandis (@PeterDiamandis) has been named one of “The World’s 50 Greatest Leaders” by Fortune magazine. His accomplishments are far too many to list, but here are a few:",https://tim.blog/2015/07/17/peter-diamandis-on-the-education-system/
375,"Laird Hamilton, The King of Big Wave Surfing (Plus: Gabrielle Reece and Brian MacKenzie) (#89)","Laird Hamilton (@LairdLife) is widely considered the greatest big wave surfer of all-time. He is credited with the creation of tow-in surfing, as well as the rebirth of stand-up paddle boarding. To get amped for my below interview with him, check out a few minutes of this insanity:",https://tim.blog/2015/07/15/laird-hamilton-the-king-of-big-wave-surfing-plus-gabrielle-reece-and-brian-mackenzie/
376,"General Stan McChrystal on Anti-War Americans, Pushing Your Limits, and The Three Military Tests You Should Take (#88)",Stanley McChrystal (@stanmcchrystal) retired from the U.S. Army as a four-star general after more than 34 years of service. Former Defense Secretary Robert Gates described McChrystal as “perhaps the finest warrior and leader of men in combat I ever met.”,https://tim.blog/2015/07/10/general-stanley-mcchrystal-on-anti-war-americans-pushing-your-limits-and-the-three-military-tests-you-should-take/
377,"Sam Harris on Daily Routines, The Trolley Scenario, and 5 Books Everyone Should Read (#87)","""The goal of meditation is to uncover a form of wellbeing that is inherent to the nature of our minds."" — Sam Harris Sam Harris (@SamHarrisOrg) received a degree in philosophy from Stanford University and a Ph.D in neuroscience from UCLA. Sam is the host of the Waking Up podcast,…",https://tim.blog/2015/07/08/sam-harris-on-daily-routines-the-trolley-scenario-and-5-books-everyone-should-read/
378,"General Stan McChrystal on Eating One Meal Per Day, Special Ops, and Mental Toughness (#86)",Stanley McChrystal (@stanmcchrystal) retired from the U.S. Army as a four-star general after more than 34 years of service. Former Defense Secretary Robert Gates described McChrystal as “perhaps the finest warrior and leader of men in combat I ever met.”,https://tim.blog/2015/07/05/stanley-mcchrystal/
379,Whitney Cummings on Turning Pain Into Creativity (#84),"Whitney Cummings (@whitneycummings) is a Los Angeles-based comedian, actor, writer and producer.",https://tim.blog/2015/06/26/whitney-cummings/
380,The Maverick of Brain Optimization (#83),"Dr. Adam Gazzaley (@adamgazz) obtained an M.D. and a Ph.D. in Neuroscience at the Mount Sinai School of Medicine in New York, then postdoctoral training in cognitive neuroscience at UC Berkeley. He is now the director of the Gazzaley Lab at UC San Francisco, a cognitive neuroscience laboratory.",https://tim.blog/2015/06/22/adam-gazzaley/
381,Sam Kass on Reinventing Yourself and Baptism by Fire (#82),"""The goal of meditation is to uncover a form of wellbeing that is inherent to the nature of our minds."" — Sam Harris Sam Harris (@SamHarrisOrg) received a degree in philosophy from Stanford University and a Ph.D in neuroscience from UCLA. Sam is the host of the Waking Up podcast,…",https://tim.blog/2015/06/18/sam-kass/
382,The Rags to Riches Philosopher: Bryan Johnson's Path to $800 Million (#81),"""The [common trait in] people that we have noticed are best at learning a language is that they have no trouble sounding stupid."" - Luis von Ahn Luis von Ahn (@luisvonahn) is an entrepreneur and computer science professor at Carnegie Mellon University. He is known for inventing CAPTCHAs, being a MacArthur…",https://tim.blog/2015/06/12/bryan-johnson/
383,Chris Sacca on Being Different and Making Billions (#79),His email: Gary@vaynermedia.com,https://tim.blog/2015/05/30/chris-sacca/
384,How to Build a Large Audience From Scratch (And More) (#78),"""I should be used as a mercenary, not a lifer."" - Tim Ferriss In this episode, we have a change of pace... Expa (@expa) is a startup studio. It was founded by Garrett Camp, who co-founded Uber. Every once in a blue moon, they put together a night of education. I was recently invited…",https://tim.blog/2015/05/28/how-to-build-a-large-audience-from-scratch-and-more/
385,Is It Time to Kill Sacred Cows In Your Relationship? (#77),"(On conventional marriage)""If Apple sold you a product that failed 50% of the time, would you buy it?"" - Esther Perel I've wanted to speak with psychotherapist Esther Perel (@estherperel) for years. In a cover story, The New York Times called her the most important game changer in sexuality and relational…",https://tim.blog/2015/05/20/google-x/
386,"Rick Rubin on Cultivating World-Class Artists (Jay Z, Johnny Cash, etc.), Losing 100+ Pounds, and Breaking Down The Complex (#76)","""There are no new ideas, just new applications of old ideas."" - Laird Hamilton Laird Hamilton (@LairdLife) is widely considered the greatest big wave surfer of all-time. He is credited with the creation of tow-in surfing, as well as the rebirth of stand-up paddle boarding. To get amped for my below interview with…",https://tim.blog/2015/05/15/rick-rubin/
387,How Facebook's #30 Employee Quickly Built 4 Businesses and Gained 40 Pounds with Weight Training (#75),"@ Gabriel, they were ‘Vans’",https://tim.blog/2015/05/07/noah-kagan/
388,"How One Computer Hacker Conquered Online Dating, Opens Locked Cars, and More (#74)","Stanley McChrystal (@stanmcchrystal) retired from the U.S. Army as a four-star general after more than 34 years of service. Former Defense Secretary Robert Gates described McChrystal as ""perhaps the finest warrior and leader of men in combat I ever met."" From 2003 to 2008, McChrystal served as Commander of Joint…",https://tim.blog/2015/05/02/samy-kamkar/
389,"Triple H on Pre-Fight Rituals, Injury Avoidance, and Floyd Mayweather, Jr. (#72)","Paul Levesque, more popularly known as Triple H (@TripleH), is a 13-time World Heavyweight Champion in World Wrestling Entertainment, Inc. (WWE). Not only that, he is also the Executive Vice President of talent, live-events, and creative at the WWE.",https://tim.blog/2015/04/20/triple-h/
390,Hit Filmmaker Jon Favreau's Techniques and Routines (#71),"""Fear is more crippling than the actual consequences."" - Vince Vaughn Vince Vaughn (@WildWest) is one of the most prolific actors, writers, and producers in the world. He's acted in more than thirty major motion pictures that have gone on to gross more than 1.7 billion at the box office.…",https://tim.blog/2015/04/14/jon-favreau/
391,How to Earn Your Freedom…And A Motorcycle Ride Across China?,No description for the person found,https://tim.blog/2015/04/10/how-to-earn-your-freedom/
392,"Inside the Mind of Glenn Beck, You Find…Walt Disney and Orson Welles? (#69)","""The things that I wanted and didn't get are extreme blessings."" - Ezra Klein Ezra Klein (@ezraklein) is founder and editor-in-chief of Vox, an explanatory news organization that now reaches more than 100 million people each month through articles, videos, newsletters, and podcasts. Previously, he was a columnist and editor…",https://tim.blog/2015/04/06/glenn-beck/
393,"Amanda Palmer on How to Fight, Meditate, and Make Good Art (#67)","""I'm just so fundamentally optimistic, and I barrel forth in life with this attitude that everything is going to be absolutely fine and go my way."" — Amanda Palmer Amanda Palmer (@amandapalmer) is a singer, songwriter, playwright, pianist, author, director, blogger, and ukulele enthusiast who simultaneously embraces and explodes traditional…",https://tim.blog/2015/03/30/amanda-palmer/
394,"The Psychedelic Explorer's Guide – Risks, Micro-Dosing, Ibogaine, and More (#66)","DISCLAIMER: DO NOT USE ANY DRUGS OR SUBSTANCES WITHOUT CONSULTING A MEDICAL PROFESSIONAL. THIS IS FOR INFORMATIONAL PURPOSES ONLY. “Be curious.” - Dr. Dan Engle Martin Polanco (@Martin_Polanco7), M.D., is the founder and program director of Crossroads Treatment Center, based in Rosarito, Mexico. Crossroads specializes in helping patients conquer powerful addictions (heroin, cocaine, etc.)…",https://tim.blog/2015/03/21/james-fadiman/
395,"Optimizing Investing, Blood, Hormones, and Life (Podcast Double-Header: #63 and #65)","""If you're really committed to brain health, you want to be exercising every day."" — Peter Attia Dr. Peter Attia (peterattiamd.com, TW: @PeterAttiaMD, IG: @peterattiamd, FB: @peterattiamd) is a former ultra-endurance athlete (e.g., swimming races of 25 miles), a compulsive self-experimenter, and one of the most fascinating human beings I know.…",https://tim.blog/2015/03/18/mark-hart-raoul-pal-peter-attia/
396,"The Good, The Bad, and The Ugly of CrossFit (#64)","""Be easy. Life is good."" - Jason Khalipa Jason Khalipa (@jasonkhalipa IG, Twitter) is one of the fittest men in the world – a title that was officially his when he won the CrossFit Games in 2008.  He is an 8-time CrossFit Games competitor, a 3-time Team USA CrossFit member,…",https://tim.blog/2015/03/04/the-good-the-bad-and-the-ugly-of-crossfit/
397,"Productivity Secrets of a Master DJ (Meditation, Morning Routines, and More) (#62)","When I really want to do creative work, mainly writing my Morning Pages from Julia Cameron, I have used focus@will, which, according to the site, “delivers various “Attention Amplifying” music channels scientifically designed to engage with your brain’s limbic system. This soothes the easily distracted fight or flight mechanism increasing attention span and general focus.” I don’t care how or why all I know is it works.",https://tim.blog/2015/02/23/glitch-mob/
398,"Matt Mullenweg on Polyphasic Sleep, Tequila, and Building Billion-Dollar Companies (#61)","""If someone has those four things -- work ethic, taste, integrity, and curiosity -- I believe that you can learn anything in the world."" - Matt Mullenweg Matt Mullenweg (@photomatt) is most associated with a tool that powers more than 25% of the entire Web: WordPress. He's also the CEO of…",https://tim.blog/2015/02/09/matt-mullenweg/
399,Tim Ferriss Interviews Arnold Schwarzenegger on Psychological Warfare (And Much More) (#60),"""Part of being successful is to give something back."" - Arnold Schwarzenegger Arnold Schwarzenegger (@Schwarzenegger) told you he'd be back. In our first conversation (Episode 60), the former Mr. Olympia, Terminator, and Governator shared daily routines, psychological warfare tactics, favorite books, early entrepreneurial ventures (and tips), and many stories no…",https://tim.blog/2015/02/02/arnold-schwarzenegger/
400,How to Create a Blockbuster Podcast (#58 & #59),"""The [common trait in] people that we have noticed are best at learning a language is that they have no trouble sounding stupid."" - Luis von Ahn Luis von Ahn (@luisvonahn) is an entrepreneur and computer science professor at Carnegie Mellon University. He is known for inventing CAPTCHAs, being a MacArthur…",https://tim.blog/2015/01/29/alex-blumberg/
401,How to Think Like Elon Musk and Jeff Bezos (#56),"""I think of problems as goldmines."" - Peter Diamandis Dr. Peter Diamandis (@PeterDiamandis) has been named one of “The World’s 50 Greatest Leaders” by Fortune magazine. His accomplishments are far too many to list, but here are a few: Peter is Chairman and CEO of the X PRIZE Foundation. He is also the…",https://tim.blog/2015/01/20/elon-musk-and-jeff-bezos/
402,Pavel Tsatsouline on the Science of Strength and the Art of Physical Performance (#55),"""If I had to prescribe two things to improve health and happiness in the world, it's movement and play."" - Jason Nemer My guest on this episode of the podcast is Jason Nemer (@jasonnemer), co-founder of AcroYoga. Jason is an incredible character, who travels the world with next to nothing.…",https://tim.blog/2015/01/15/pavel-tsatsouline/
403,Are We Really 10% Human and 90% Bacteria? Exploring The Microbiome… (#54),"Illustration via 99designs ""Win the respect of people you respect, and you can forget the rest.""Rabbi Lord Jonathan Sacks Rabbi Lord Jonathan Sacks (@RabbiSacks) is an international religious leader, philosopher, and respected moral voice. He was the chief rabbi of the UK and Commonwealth from 1991 to 2013 and the…",https://tim.blog/2015/01/10/microbiome/
404,"Ed Cooke, Grandmaster of Memory, on Mental Performance, Imagination, and Productive Mischief (#52 & #53)","This is not going to be a long-form interview where I dissect and deconstruct a world-class performer...at least not in the usual fashion. Instead, this is a special edition of The Random Show. I am joined by Kevin Rose (@KevinRose), serial entrepreneur, world-class investor, and all around wild and crazy…",https://tim.blog/2014/12/30/ed-cooke/
405,"What I'd Add To The 4-Hour Workweek for 2015 (And Much More) (#49 & #51, plus bonus episode #44)",@pmphacks the wine is from the region Valle de Guadalupe at Baja California at Ensenada 2 hours from San Diego its Monte Xanic really good but there are some other excellent wines around that valley,https://tim.blog/2014/12/23/4-hour-work-week-2015/
406,"Dr. Peter Attia on Life-Extension, Drinking Jet Fuel, Ultra-Endurance, Human Foie Gras, and More (#50)","""If you're really committed to brain health, you want to be exercising every day."" — Peter Attia Dr. Peter Attia (peterattiamd.com, TW: @PeterAttiaMD, IG: @peterattiamd, FB: @peterattiamd) is a former ultra-endurance athlete (e.g., swimming races of 25 miles), a compulsive self-experimenter, and one of the most fascinating human beings I know.…",https://tim.blog/2014/12/18/peter-attia/
407,Human Foie Gras — A Golden Opportunity,"3. Donate by transferring securities (stocks, etc.). Email TimFerriss1million@nusi.org [remember the double “r” and double “s”] and they’ll do as much heavy lifting as possible.",https://tim.blog/2014/12/17/foie-gras/
408,"Marc Goodman, FBI Futurist, on High-Tech Crime and How to Protect Yourself (#48)","Stanley McChrystal (@stanmcchrystal) retired from the U.S. Army as a four-star general after more than 34 years of service. Former Defense Secretary Robert Gates described McChrystal as ""perhaps the finest warrior and leader of men in combat I ever met."" From 2003 to 2008, McChrystal served as Commander of Joint…",https://tim.blog/2014/12/09/future-crimes/
